user_id,user_created_at,length,likes,quotes,replies,retweets,text,user_followers,user_tweet_count
universespace.bsky.social,2024-11-19,84,1096,2,20,69,"Clearest image ever taken of Heart Nebula, located 7500 light years away from earth.", 9296, 121
nytpitchbot.bsky.social,2024-11-11,229,722,3,75,42,I enjoyed that Tarantino thread so much that now I want you all to help me make up an Atlantic drinking game. Start reading a political article and\n\nWoke —Drink\nIvy League—Drink\nLatinX—Chug\nOberlin—Finish your glass. \n\nWhat else?, 90292, 268
gomobel.bsky.social,2023-07-03,258,64,2,7,46,Hey hey #Chemsky! 🧪\n\nI'm gonna see if this works better than the other place to look for expert comments 🤗\n\nI need someone who works in chirality and proteins for a story I'm working on - my DMs are open 📬\n\nReposts appreciated to boost visibility! Thanks 🙏🏼🔄, 2197, 201
bombsfall.bsky.social,2023-04-28,149,403,4,20,28,"The early glimpses of cinematic talent that Coppola showed in The Godfather really come into full view in his true masterpiece, Bram Stoker's Dracula", 28391, 1498
seahawksofficial.com,2024-10-19,25,495,5,27,24,1st Place feels so good 😎, 16514, 135
therealjackhopkins.bsky.social,2024-11-10,107,687,1,47,49,I checked in over at the other place: the “Alpha Male” folks are crying their beady-eyes out. Happy Monday!, 177722, 1680
azulcrescent.bsky.social,2023-08-16,25,598,1,20,33,Almost been one year now!, 17524, 385
satrayreads.bsky.social,2024-11-14,103,458,3,24,22,Happy to announce that thanksgiving break is over and I read none of the books I said I was going to <3, 1000, 72
johannavos.bsky.social,2023-07-27,294,62,1,2,37,🚨🚨 I'm hiring!!! 🚨🚨\n\nPostdoc and PhD positions available to join my ERC project Exo-PEA at @tcddublin.bsky.social. The project aims to understand weather in giant extrasolar worlds ☁️⚡🪐\n\n📆 Deadline: Jan 6th\n\nPostdoc ad: tinyurl.com/2ufcwvxf\nPhD ad: tinyurl.com/5amcea6p\n\nPlease share widely! 🔭🪐, 400, 11
jeffcrawford.bsky.social,2024-11-12,24,745,1,15,89,Cures don’t come easily., 3227, 251
earth010.bsky.social,2024-11-25,18,932,6,23,64,The Heart Nebula ❤, 1223, 10
angryblacklady.bsky.social,2023-05-02,57,613,7,50,12,We’re watching Deep Impact because this movie is awesome., 102688, 5912
trailreverie.bsky.social,2024-11-18,81,1481,1,12,80,a dusting of frost makes a fashionable mushroom hat. #fungifriends #fungi #winter, 2629, 148
sbphotography2024.bsky.social,2024-04-20,171,346,0,9,22,Surfing at sunrise. \n\n#Photography\n#MondayMotivation\n#ColourfulMonday\n#ColorfulMonday\n#LandscapePhotography\n#boardrider #surfing #sunrise #beach#seaside\n#Sydney #Australia, <NA>, <NA>
jocelynanderson.bsky.social,2023-11-01,199,1885,4,35,78,"A Red-bellied Woodpecker watching from his tree. I can tell the difference between individual Red-bellied Woodpeckers from the amount of red on their cheeks and chest, which varies from bird to bird.", <NA>, <NA>
naturelove.bsky.social,2024-11-25,21,1812,2,12,77,Breathtaking view 🌅🩷🌊, 7026, 107
nothoodlum.bsky.social,2023-04-26,88,1191,34,126,315,First time in history so-called hostages broke into a building and assaulted the police., 135651, 774
astrojaz.bsky.social,2023-07-03,61,1698,5,27,105,some of my absolute favorite pictures i’ve taken this year 🚀🌌, 27170, 425
hausofdecline.bsky.social,2023-04-27,221,4370,34,97,478,A potential partner must have the correct level of enthusiasm about the Muppets. Too little and their hearts are devoid of joy. Too much and they are into an extreme kink so disgusting only a theatre kid could imagine it., 203619, 1356
nothoodlum.bsky.social,2023-04-26,36,387,5,28,108,“Nobody is above the law.”\n\n“Well….”, 135651, 774
dhstokyo.bsky.social,2024-02-08,242,614,5,21,219,"Hegseth was forced out as CEO of both Concerned Veterans for America and Vets for Freedom for being ""frequently drunk, fostering a hostile work environment for female staffers and spending non-profit funds on personal expenses.""\n\nHe is unfit.", 58467, 649
heatherthomasaf.bsky.social,2024-11-12,81,772,4,35,119,"Pete Hegseth is such an embarrassing slob, Ronny Jackson wants to party with him.", 114835, 1656
aaronparnas.bsky.social,2023-05-17,147,3179,10,121,196,It took me 4 years to build a following of 288k on Twitter. \n\nIt took me 2 weeks to build a bigger following on Bluesky. \n\nThis is the place to be., 294607, 293
opdeatheaters.bsky.social,2024-11-09,11,814,3,45,130,Concerning., 35789, 1881
premnsikka.bsky.social,2024-11-18,278,473,10,45,98,"Entertainment industry fleecing fans as UK ticket mark-ups reach 41% to boost corporate profits.\n\nDynamic pricing inflicts so many sectors - rail, airlines, hotels, holidays ...\n\nWhat next? Higher price for baked beans on Saturday afternoons.\nwww.theguardian.com/money/2024/d...", 18258, 127
benstiller.redhour.com,2024-11-07,189,1604,6,67,65,Yes - the Yacht Rock doc ties the SCTV “Ride Like the Wind” classic sketch and how Christopher Cross wrote the song and Michael McDonald’s reaction to the sketch. @billsimmons.bsky.social 👍, 215198, 219
goingmedieval.bsky.social,2023-05-14,260,1603,33,131,163,"I honestly - not even joking - will think less of you as a person if you do the Whamageddon thing. Have some respect for the voice of an angel, a true comrade, and a song whose proceeds all go to charity. It's a stone cold banger. Go get mad at Paul McCartney.", 34932, 4935
slimyswampghost.bsky.social,2023-05-14,133,918,7,64,150,made one of those fancy starter packs. artists i love and find inspirational / admirable in one way or another! \n\ngo.bsky.app/6rLMAiU, 56751, 5567
minakimes.bsky.social,2024-11-07,77,959,15,39,42,"Jalen Carter is unbelievable, man. Such a rare combination of physical tools.", 194848, 697
booksobsessed.bsky.social,2024-11-14,106,681,15,109,24,Does anyone else put up some ambience or songs in the background that fit the book vibes or is it just me?, 17652, 1645
gabriellehecht.bsky.social,2023-08-18,294,341,3,2,12,I LOVE French trains. I'm in a car that's totally quiet. No one talking on the phone (not allowed except in the passages between cars). No one playing something on a loudspeaker. Conversations are so quiet that they're not audible. I don't even need headphones to be at peace!\n\nThis is the way., 6199, 2774
maxbrockbank.com,2023-09-19,64,221,1,6,20,They took their time.\n\nwww.thelondoneconomic.com/news/media/e..., 6132, 6199
kiaspeaks.bsky.social,2023-05-24,68,676,22,23,93,I want to know what Kendrick said on “wacced out murals” so bad. 😭😭😭, 2766, 1550
brighterdayvinyl.bsky.social,2023-10-14,285,235,1,56,16,"Welcome to Joel\'s Vinyl Adoption Agency 🐶🐱\n\nX-ray Spex!! Despite the sleeve being in great condition, the record itself is bloody awful. i imagine it was once used as a frisbee. A beautiful looking shelf warmer until the vinyl Gods bless you with another.\n\nTo adopt comment, ""Germfree", 2742, 287
kendrawrites.com,2023-04-27,278,455,4,28,9,"Was talking boy bands with a friend and she asked why there were 5 in this one particular boy band and I was like, in the US/UK there's always 5. She was like what about Boyz II Men and i was like that's an exception when a band tries to signal its serious based on the Beatles.", 50043, 30316
stuzipants.bsky.social,2023-08-06,127,889,4,59,35,Sunday Sounds 💿 \n\nThe daddy of all hip hop albums \n\nPublic Enemy’s It Takes A Nation Of Millions To Hold Us Back \n\nPeerless 🔥☺️, 11774, 6321
sharpiepls.com,2023-08-01,84,946,10,30,79,pre-2024 kendrick lamar was like jean gray\n\n2024 kendrick lamar is like dark phoenix, 12723, 2660
mangiotto.bsky.social,2023-05-20,17,518,1,23,15,Music to write to, 11984, 573
lisabug.bsky.social,2024-11-13,75,528,5,29,69,You know they make the blenders loud so you can't hear the fruit screaming., 2550, 177
cooperstreaming.bsky.social,2023-05-08,299,252,0,41,3,"Genuine question: Wicked came out in 2003, but between then and now that we get a movie version, a million Disney ""look the bad guy was actually good"" stories have been churned out.\n\nTo those who didn\'t see the play when it came out, does it still hit? I cried in the theater during Defying Gravity.", 27507, 11083
emilynussbaum.bsky.social,2023-04-29,185,700,4,33,26,"I’ve been re-watching Bojack Horseman with my kid and we’re in S6 and Jesus, this show holds up beautifully… and is also a fascinating portrait of the MeToo movement as it was happening", 71894, 520
popculturehound.bsky.social,2023-06-03,300,203,4,12,11,"I know people swear by the Pomodoro Technique, but have you tried the Turntable Technique? You put on a record, then every 20-25 minutes you get up to change or flip it. You can choose albums to suit your work cycle, whether it’s instrumental for deep work or you’re in need of something more upbeat.", 500, 16
dannied.bsky.social,2023-12-04,63,652,9,38,58,I can’t wait for this season of ‘American Horror Story’ to end., 25214, 883
fernwytch.vtubers.social,2024-10-16,215,853,4,62,52,Those in the Vtuber/Streaming space who think '30s' is old are gonna have a real 'Oh shit I was wrong' moment when they get to their 30s and realize nothing changes they are still the same as they were in their 20s., 2200, 929
fr09s.bsky.social,2024-09-03,63,201,4,14,19,i really wish movie theaters showed subtitled movies more often, 534, 937
scribblerrob.bsky.social,2023-10-02,297,110,0,17,7,"Ah, I see the idea is taking root again that the Beatles lifted America out of its post JFK mourning. As I've pointed out several time America was also lifting its self out of its collective trauma and grief by making both the Kingsmen's Louie Louie and Surfin' Bird by the Trashmen Top 5 records.", 1768, 1189
loish.bsky.social,2023-07-03,293,1068,2,8,75,"No girl returns 🩷🩵 It’s been a minute since I drew her! I drew these for last month’s Patreon drawing challenge on drawing the same head from different angles.\n\nIf you like drawing challenges, join the flame tier for this month's challenge on drawing smoke & fire! www.patreon.com/join/1641751", 68787, 456
mothsprout.bsky.social,2023-07-24,29,410,0,3,75,Bottled Noodle Dragon \n(2021), 30313, 654
jael.bsky.social,2023-05-22,103,2917,2,75,87,nothing screams “welcome to womanhood” like a ton of men telling me to listen to bands i’ve toured with, 12584, 1321
mfmwrites.bsky.social,2023-10-30,140,2208,3,57,122,"It took some patience and hiding behind the marsh grass, but I finally got a clear picture of this beautiful Tricolored Heron!\n\n#heron 🌿 🪶 📷", 1147, 301
danaterrace.bsky.social,2023-08-26,127,396,1,25,23,Hey yo what are some comic artists or mangaka that started their careers later in life? Trying to prove a point to a buddy! 🙏🏻✨, 46582, 129
youranoncentral.bsky.social,2023-06-27,243,2071,20,74,508,The billionaire oligarch Assad is bombing civilians and hospitals all over Syria. This is what happens when the ruling class takes over our governance and nations. To hoard our resources and control us they are willing to exterminate whomever., 252595, 603
jonbois.bsky.social,2023-04-28,44,919,1,14,76,"uh, sure: “quon barkley.” see? not that hard", 212550, 1022
aoc.bsky.social,2023-04-27,299,963,8,23,177,"“Don’t feed the trolls” also extends to bad opinion pieces in papers of record.\n\nThey run them bc people react to them the most.\n\nIf we stop linking to bad columns and instead post thinkers we find valuable (& generate convo around it), incentives change.\n\nIt’s not easy and takes constant practice!", 1082821, 437
lauren.rotatingsandwiches.com,2023-04-26,167,394,2,10,37,"i don\'t think we need to take ""the left drove tech oligarchs to the right"" seriously as an argument. all parties involved know they\'re either lying or being told a lie", 89372, 4183
carolvorderman.bsky.social,2024-08-16,244,4984,66,292,1064,Covid corruption commissioner starts fraud probe \n\nWell I hope he gets a lot of our money back after the Tories and their PPE corruption..\n\nAnd I also hope some of the profiteering wrong 'uns go to jail \n\nLet's see.\n\nwww.bbc.com/news/article..., 150686, 243
balderdash.bsky.social,2023-08-04,181,2861,22,75,320,5 reasons why The Shining is a Christmas movie\n\n1. Snow\n2. Red rum\n3. Hyperactive kids\n4. Big snuggly jumpers\n5. Huge family row ending with someone putting an axe through the door., 2919, 2745
wholethings.bsky.social,2024-01-08,23,3012,8,35,160,Winter sunset in Norway, 11724, 26
lisaguerrero.bsky.social,2024-11-10,229,7871,18,186,361,"Sharing a new image from dad. A month after his five skin cancer surgeries, including a graft under his left eye, he can remove his eye shield, drive and walk along the beach. Most importantly, he can get back to his photography!", 65362, 439
scottish-rocinante.bsky.social,2023-11-16,22,1400,3,24,73,Good morning Bluesky 😊, 1228, 2278
mmpadellan.bsky.social,2023-07-17,9,16246,123,490,3038,Accurate., 364208, 358
jamesotron.bsky.social,2023-07-06,206,765,5,40,29,"Moana 2 is just a cash grab!""\n\nYes that\'s how businesses works, you make something you know people would pay money for.\n\nAlso, you know nothing of cashgrabs, I was there for Aladdin 2 The Return Of Jaffar.", 2715, 8925
rehanwaxir.bsky.social,2024-11-21,2,1588,5,17,111,🌌✨, 8421, 194
jayinkyiv.bsky.social,2023-07-14,205,449,20,22,203,"The Russian-backed government in Georgia arresting critics around the city now.\n\nHere, activist Dodi Kharkheli, critical of the Moscow puppet regime is arrested while dropping daughter off at Kindergarten.", 36392, 398
deepgreens.bsky.social,2024-10-19,40,113,0,4,9,Emerald serenity on shell covered beach…, 3098, 452
sethabramson.bsky.social,2023-04-27,11,12618,83,265,1376,Great news., 268796, 1864
rehanwaxir.bsky.social,2024-11-21,2,274,0,1,21,🌕✨, 8421, 194
premnsikka.bsky.social,2024-11-18,281,1346,26,85,304,"UK Covid corruption commissioner starts fraud probe.\n\nFirst focus: £8.7bn of unusable PPE bought during the pandemic.\n\nA gimmick to manage public opinion or will anyone be prosecuted - Grenfell, Leveson, infected blood, Post Office, banking crimes ...\nwww.bbc.co.uk/news/article...", 18259, 127
newsbreakinglive.bsky.social,2024-02-29,289,709,15,31,97,The European Federation of Journalists (EFJ) has announced that it will stop publishing content on X from January 20th\n\nThe organisation stated that it can “no longer ethically participate in a social network that its owner has transformed into a machine of disinformation and propaganda.”, 9305, 968
mooseallain.bsky.social,2023-06-22,289,100,0,18,3,"I've been listening to Patti Smith's 'Horses' recently and I want to say that I think she's one of THE greatest vocalists. On the basis that nearly 50 years after hearing these songs they can still move me to tears. Yes, it's the ensemble who are amazing, but her vocals are what break me.", 26000, 1280
dittie.bsky.social,2023-09-19,254,6991,63,201,1004,"The EFJ will stop posting on X as of January 20, 2025. This Federation of journalists has roughly 30,000 members across 44 countries and they join several other news sources in leaving the social media platform.\n\nwww.thelondoneconomic.com/news/media/e...", 24102, 770
briantylercohen.bsky.social,2023-04-27,29,4964,24,166,352,First time this has happened., 524637, 254
wildlifeandtravel.bsky.social,2024-11-15,48,812,2,14,50,Snowy Owl #Birds #Wildlife wildlifeandtravel.com, 1616, 222
everythingspace.bsky.social,2024-10-19,171,673,4,14,66,"Even the stars are getting into the festive spirit. From ~2,500 light-years away, the Christmas Tree Cluster sparkles—a bundle of young stars around 1-5 million years old.", 13412, 32
scipexplorist.bsky.social,2024-10-22,78,976,6,13,62,"A meteor, the Milky Way and Mount Fuji captured by photographer Hayata Suzuki.", 10772, 98
petermorley.bsky.social,2023-08-15,300,5557,56,145,1058,"🔥🔥A 2021 study found that Medicaid expansion as part of the ACA led to a substantial reduction in mortality, primarily driven by reductions in disease-related deaths. A 2018 study in the Journal of Political Economy found that, Medicaid reduced infant and child mortality since the 1960s and 1970s.🔥🔥", 90508, 1205
popbase.tv,2024-09-03,31,1123,13,21,57,PlayStation has joined Bluesky., 153170, 660
kenklippenstein.bsky.social,2023-04-10,114,1755,16,30,44,Gotta respect the type of person who dislikes you but has the integrity to toss you a fav when you’ve got a banger, 157745, 743
markhamillofficial.bsky.social,2024-11-16,114,102123,455,5137,4505,"How to cope with an increasingly turbulent world?\n\nCurrently, I'm cuddling with Mabel & avoiding reality entirely.", 817419, 60
marina-purkiss.bsky.social,2024-11-11,112,535,3,17,27,Attended an event last night…\n\nAnd who should I bump into?\n\nOnly this ledge \n\nClassic @vicderbyshire.bsky.social, 91247, 72
jamesrball.com,2023-05-13,283,82,10,18,30,"Export to Europe? Know anyone who does – artists, designers, small businesses? There's a new Brexit bombshell coming 13 December and no-one seems to have been warned. It's called the General Product Safety Regulations (GPSR), and I've looked into it for @theneweuropean.bsky.social 🧵", 36708, 466
kansasgal71.bsky.social,2024-11-11,54,6499,21,95,696,Call me when Hunter gets $2 billion from Saudi Arabia😌, 12005, 2213
mplandscapes.bsky.social,2023-11-25,139,55,0,5,4,60's of light on Lingmoor this morning.  \n#photography #landscapephotography #lakedistrict #authenticphotography #winter #nikon #nikon70200, 3100, 438
pearlescentmoon.bsky.social,2023-12-21,91,3303,1,90,138,"Hey Bluesky, I'm back again to contribute to your daily dose of cat cuteness with Nugget ❤️", 14754, 23
zachsilberberg.bsky.social,2023-04-26,142,2079,7,41,191,david oh my god do NOT play that boring-ass chord. the lord will hate that shit. it will NOT please him. try this one instead. it's secret 😉 🤫, 22030, 1781
kumail.bsky.social,2023-04-24,250,3524,72,549,85,"Apropos of nothing and in no particular order, my favorite animated films of all time:\n\nToy Story 2\nMonsters Inc\nIron Giant\nSpirited Away\nMy Neighbor Totoro\nRoger Rabbit (cheating?)\nSecret of NIMH\nAladdin \nHeavy Metal\nSleeping Beauty\nFantastic Planet", 135870, 145
wholethings.bsky.social,2024-01-08,10,4107,9,67,247,Mount Hood, 11618, 26
jayinkyiv.bsky.social,2023-07-14,215,437,2,21,108,"Russian-backed government now using rubber bullets, firing into crowds of protesters, leaving one man in a coma and several wounded.\n\nTypical barbaric behavior we've come to expect from anything connected to Russia.", 36358, 398
jessiegender.bsky.social,2023-05-14,40,385,1,36,14,Damn! Laurence Fishburne was in MASH?!?!, 35604, 549
laismartins.com,2023-06-19,170,104,0,1,29,“The organisation stated that it can “no longer ethically participate in a social network that its owner has transformed into a machine of disinformation and propaganda”., 8198, 170
wholethings.bsky.social,2024-01-08,31,1024,5,14,64,"Superstition Mountains, Arizona", 11618, 26
universespace.bsky.social,2024-11-19,14,93,1,7,11,Where we are??, 9271, 121
astronomers.bsky.social,2024-11-16,50,1623,5,24,110,"The Carina Nebula,  7500 light years away from us.", 41257, 92
eclipseblossom.bsky.social,2024-11-14,163,1150,20,24,137,Kendrick going to therapy and coming back and choosing violence does not surprise me. Therapy did not make me nicer but it did make me unapologetic and very cunty!, 450, 393
eve6.bsky.social,2023-04-26,99,1395,10,133,45,Thinking of starting a dubstep screamo band called The Pixies. Anyone know if that name's taken yet, 75016, 473
foldablehuman.bsky.social,2023-06-21,226,916,4,39,42,We need laws where if your franchise movie contains more than [n]% direct continuity with a previous entry you need to number it; only episodic and anthology franchises get to do this Main Title Colon Adjective Noun bullhockey, 31900, 226
courtneymilan.com,2023-05-22,258,1256,26,107,124,"I’ve seen people talk about a lot of things that you should consider having on hand In Case Of Things Going Weird starting on January 20th—electronics, food prep, and so forth.\n\nOne thing I haven’t seen on any lists yet?\n\nA darning needle and darning thread.", 43053, 16789
dieworkwear.bsky.social,2023-05-01,296,5158,53,134,826,"Kash Patel apparently runs a ""America First"" clothing line.\n\n""Tired of seeing your money go overseas?"" reads a product page. ""Support your fellow Americans by purchasing a Protect Our People t-shirt.""\n\nShirt appears to be made on Next Level blanks ... which are made in Central America and Haiti.", 338902, 402
alan678.bsky.social,2024-11-13,48,237,1,5,22,Balance is everything. #Heron #birdphotography 🪶, 702, 619
travellinjohn.bsky.social,2023-09-24,87,108,0,5,10,Just a cheeky little 7 mile leg stretch #GetUpGetOut #JustKeepMoving #10MinutesFromHome, 2672, 7732
abbycohenwl.bsky.social,2023-05-15,43,447,7,54,35,We need a Disney princess who's a socialist, 24610, 5929
shenpai.gay,2023-07-24,79,733,2,25,56,I just threatened a spider with paying rent and it left. They can understand us, 39197, 586
aaronparnas.bsky.social,2023-05-17,99,20352,87,396,3519,I am not going to stop calling for an FBI background check of Tulsi Gabbard and neither should you., 294516, 293
ashi80.bsky.social,2024-11-12,5,572,7,15,91,Facts, 52214, 279
retr0.id,2023-04-27,211,21,0,5,0,"this vscode extension is great for making my """"""html templates"""""" (multi-line format strings) look not-terrible (probably useful for other cross-language codegen too) marketplace.visualstudio.com/items?itemNa...", 35528, 22620
amlife.world,2024-11-16,124,258,3,17,20,Red Squirrels are very beautiful.\n\nDid you know that 85% of the entire UK population live in Scotland?\n\n#Photography #Nature, 116, 224
brentlee.bsky.social,2023-10-29,286,174,1,15,43,"It's so cool how quickly this filled up. Update your follows and click follow all!\n\nWomen VS Disinfo!\n\nA huge selection of expert researchers, fact checkers, journalists, debunkers, science communicators, academics, vloggers, etc. of all things Disinfo / Conspiracy\n\ngo.bsky.app/FFCjgks", 11926, 274
iainthomson.bsky.social,2023-08-18,67,574,10,28,56,"Twitter just lost around 300,000 journalists. Nice move by the EFJ.", 1111, 293
theabigailthorn.bsky.social,2023-05-02,134,723,2,35,13,"There’s 2 building sites either side of my flat, one cutting tiles and the other drilling concrete, and I am going to become the joker", 74503, 693
rosesuk.bsky.social,2023-10-17,299,25,0,0,3,"Rose Advent 3. ‘Wildeve’.\nAn impulse buy (it happens) now a favourite. Fruity-scented blooms, blush-pink with an apricot hue, outer petals pale to white. Bushy shrub, arching branches.\nNamed after the character Damon Wildeve in Thomas Hardy's ‘The Return of the Native’. David Austin, 2003. #roses 🌱", 3449, 590
spockresists.bsky.social,2023-06-15,182,1840,18,83,196,"295,000 journalists in Europe have decided they will no longer post anything on the Metastasised Melon website of Moonling Muttonheadery. 🖖\n\nwww.thelondoneconomic.com/news/media/e...", 69771, 757
sarahz.bsky.social,2023-06-09,234,633,6,47,27,"Rewatched some early Black Mirror and truly think it deserves better consideration than its ""phones are bad"" reputation has earned it! I think actually it tends to have pretty substantive things to say that are executed pretty well!!!", 14378, 879
skykdotidot.bsky.social,2023-12-21,15,1003,1,24,111,Size difference, 7753, 368
stezzabuzza.bsky.social,2023-10-15,73,195,3,115,4,Am I the only person who has never seen Peaky Blinders?\nAm I missing out?, 5167, 1071
ottoenglish.bsky.social,2023-05-19,142,974,12,52,145,This is how you take the first steps to repair Britain's appalling reputation in Europe.\n\nImportant move.\n\nwww.theguardian.com/artanddesign..., 72096, 2796
jojofromjerz.bsky.social,2023-05-04,143,4086,52,1423,175,"What’s the nicest way to tell someone to go fuck themself?\nI’m from Jersey, so I generally don’t give a fuck about being nice.\nBut I am curios.", 385683, 413
sethabramson.bsky.social,2023-04-27,152,3206,15,68,312,"Just to give you a sense of the growth of Bluesky: the first individual Bluesky user has just reached 1 million followers. (It’s AOC—so, well deserved!)", 268737, 1864
sparth.bsky.social,2023-09-19,31,432,1,7,66,More postapo stuff incoming ..., 10215, 58
dly.bsky.social,2023-11-11,64,353,1,17,43,all the dudes we hate should start a band called The Sex Pestols, 25175, 23474
ladyemily.nebula.tv,2023-05-26,112,150,1,18,0,I’m watching Q-Who in bed because I was told this TNG episode was important to understanding Best of Both Worlds, 22106, 1141
adamparkhomenko.bsky.social,2023-04-28,15,34760,254,562,5842,This is correct, 275718, 463
lepapillonblue.bsky.social,2023-08-06,5,1898,13,108,193,FACTS, 147228, 7215
papapishu.bsky.social,2023-04-25,143,341,3,34,9,Rewatching the Jim Carrey Grinch and while this isn’t a good movie it has such disgusting makeup and good set design that I have to respect it., 11556, 2431
periwinklejones.bsky.social,2024-11-14,47,842,5,23,119,Only 23 Gregg Wallace apologies until Christmas, 317, 5
catsofyore.bsky.social,2023-04-28,240,8450,26,91,713,I was hoping to get the perfect shot for my winter fundraiser at the humane society today and Soleil frickin NAILED IT. This sweet and handsome meatball gentleman is available for adoption in northern Vermont! www.hsccvt.org/Cats#sl_embe..., 190271, 10945
michaelevans1.bsky.social,2024-11-13,288,37,0,2,6,"I was going to wait until getting to Kyiv at Christmas to watch @ozkaterji.bsky.social ‘Battle of Kyiv’ - but as it’s available on Byline TV, we watched it last night. \n\nHarrowing + courageous documentary filmmaking, telling the stories of Ukrainians that need to be told. \n\nA must watch.", 50, 32
catcoconut.com,2023-06-29,87,150,1,13,7,I binged the DanDaDan eps and now I’m reading the manga.\n\nThe obsession has taken hold., 5628, 242
meoow.co,2024-11-24,2,655,1,16,43,Hi, 6011, 97
naturelove.bsky.social,2024-11-25,88,92,0,6,13,"The Camera vs the Shot.⛰️\n\nCaptured by Chen Jiang with X2D 100C and XCD 3,4/75P. 🏞️🍀🌎🌅📸🩷", 7030, 107
tonyzaret.bsky.social,2023-07-16,180,381,3,27,47,"Them: Nerds can’t rap.\n\nMe: Star Trek, Star Wars, Lord of the rings / I am a geek and I love these things\n\nYep, it’s official- making music isn’t just for the popular kids anymore.", 4124, 194
adamtots.bsky.social,2023-04-29,179,479,8,170,6,"What was your favorite horror movie from this year? I’m trying to catch up on anything I missed. \n\n(My favorites have been Smile 2, The Substance, First Omen, and Out of Darkness)", 69148, 116
theciscokidder.bsky.social,2023-08-23,35,703,9,37,136,John Wick and the Chocolate Factory, 12517, 8017
adambienkov.bsky.social,2023-05-04,298,424,15,26,184,"Rishi Sunak, who promised a new era of “accountability” and insisted that “transparency is really important for the healthy functioning of democracy,” has now placed his ongoing financial interests behind an opaque arrangement designed to hide them from public view\n\nbylinetimes.com/2024/12/03/r...", 78364, 593
emmavigeland.bsky.social,2023-05-31,278,1270,9,126,70,"Mob movies/shows have such shitty fan culture because they've been warped into nostalgia vehicles for violent, old-school masculinity (white masculinity, specifically), even though the best examples in the genre are scathing critiques of that ideal! Scorsese, The Sopranos, etc.", 37826, 60
cacaobyproduct.bsky.social,2023-06-22,203,1964,22,71,162,Gritty reboot of Jack and Jill\n\nEp1: Jack\nEp2: Jill \nEp3: the Hill\nEp4: the Pail of Water (1) (the thirst)\nEp5: the Pail of Water (2) (the well)\nEp6: the Fall\nEp7: Broken Crown\nEp8: Jill Falls\nEp9: After, 862, 13800
sarahoconnorft.bsky.social,2023-10-13,296,692,65,94,115,"This CD player was my birthday present in 1997 along with the incomparable Fresh Hits 1997. I found it recently and COULD NOT BELIEVE how rich the sound was, after years of streaming Spotify on my phone. My column today is about this phenomenon, which I’m calling “qualitynesia” on.ft.com/3ZlwHf5", 12092, 50
universespace.bsky.social,2024-11-19,67,414,0,3,41,M-16 Eagle Nebula in Serpens constellation \n\n7000 light years away., 9303, 121
jack-e-smith.bsky.social,2023-07-01,145,10841,95,388,1289,"If you love beer and have logged at least 500 hours on Call of Duty, stay by your phone.\n\nYou could be the next nominee for Secretary of Defense.", 367264, 781
antifapuddinpop.bsky.social,2023-07-12,127,22017,184,829,2550,I am the mother of three sons. \n\nI would sell my soul to the devil to save each of them.\n\nEspecially if I recognized the devil., 91056, 2091
brocklesnitch.bsky.social,2023-05-17,85,15,1,1,3,(Me unhooking your bra): hey why do you have a copy of the movie Hook (1991) in here?, 6845, 630
covertshores.bsky.social,2023-08-18,152,804,27,30,272,"**BREAKING**\n\nFirst signs Russian Navy is evacuating ships from Tartus, Syria\n\nYou heard it here first, please share \n\nwww.navalnews.com/naval-news/2...", 15676, 218
thorbenson.bsky.social,2023-06-15,155,389,7,23,15,Some guy: Die Hard is a CHRISTMAS MOVIE\n\nEveryone: Yeah\n\nGuy: A CHRISTMAS MOVIE\n\nEveryone: We all said we agreed\n\nGuy: IT TAKES PLACE DURING CHRISTMAS TIME, 37697, 1051
cait.bsky.social,2023-04-27,175,2200,16,99,139,media (and also the rest of the world) suffered so tremendously when picture quality got too good and they stopped letting ugly and weird looking people be in movies and on tv, 42176, 22720
barbrastreisand.bsky.social,2023-12-31,183,851,7,45,49,"Jim & I saw a wonderful movie last night called The Six Triple Eight. Wonderfully produced, directed, acted…and it’s a true story! It was very moving. I hope everybody goes to see it.", 69724, 81
youranoncentral.bsky.social,2023-06-27,239,6282,50,176,1124,TRICKLE DOWN ECONOMICS\nTRICKLE DOWN ECONOMIC \nTRICKLE DOWN ECONOMI \nTRICKLE DOWN ECONOM\nTRICKLE DOWN ECONO \nTRICKLE DOWN ECON \nTRICKLE DOWN ECO \nTRICKLE DOWN EC \nTRICKLE DOWN E \nTRICKLE DOWN \nTRICKLE DOW \nTRICKLE DO \nTRICKLE \nTRICKL \nTRICK, 252606, 603
popbase.tv,2024-09-03,255,1627,253,140,79,Rolling Stone’s Top 10 albums released this year:\n\n1. ‘BRAT’\n2. ‘COWBOY CARTER’\n3. ‘Manning Fireworks’\n4. ‘Short n’ Sweet’\n5. ‘HIT ME HARD AND SOFT’\n6. ‘Tyla’\n7. ‘We Don’t Trust You’\n8. ‘eternal sunshine’\n9. ‘Alligator Bites Never Heal’\n10. ‘Tigers Blood’, 153202, 661
mrjamesob.bsky.social,2023-06-27,16,769,4,93,15,The magic train…, 185706, 263
youranoncentral.bsky.social,2023-06-27,194,3554,30,111,590,Anonymous announces Operation Georgia in response to the government's refusal to reject Russia's influence and its betrayal of the people's democratic EU aspirations. #opGeorgia #GeorgiaProtests, 252606, 604
