Step,AgentID,Popularity
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,21,0.0
0,22,0.0
0,23,0.0
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,47,0.0
0,48,0.0
0,49,0.0
0,50,0.0
0,51,0.0
0,52,0.0
0,53,0.0
0,54,0.0
0,55,0.0
0,56,0.0
0,57,0.0
0,58,0.0
0,59,0.0
0,60,0.0
0,61,0.0
0,62,0.0
0,63,0.0
0,64,0.0
0,65,0.0
0,66,0.0
0,67,0.0
0,68,0.0
0,69,0.0
0,70,0.0
0,71,0.0
0,72,0.0
0,73,0.0
0,74,0.0
0,75,0.0
0,76,0.0
0,77,0.0
0,78,0.0
0,79,0.0
0,80,0.0
0,81,0.0
0,82,0.0
0,83,0.0
0,84,0.0
0,85,0.0
0,86,0.0
0,87,0.0
0,88,0.0
0,89,0.0
0,90,0.0
0,91,0.0
0,92,0.0
0,93,0.0
0,94,0.0
0,95,0.0
0,96,0.0
0,97,0.0
0,98,0.0
0,99,0.0
1,0,0.006102866450802083
1,1,0.002617625039564748
1,2,0.00881946826510135
1,3,0.007019339670462283
1,4,0.012696112255117166
1,5,0.004635057194496538
1,6,0.004673801162911447
1,7,0.003208674401029393
1,8,5.184564941494906e-05
1,9,0.011388782828417182
1,10,0.0025368754346501987
1,11,0.00024069467885696533
1,12,0.0006865552013153407
1,13,0.00283206140211615
1,14,0.006564182409580853
1,15,0.0025999505247288096
1,16,0.0031589424514090283
1,17,0.003669956151558102
1,18,0.013302901233791038
1,19,0.002818818231511353
1,20,0.00014772791923277134
1,21,0.0028614829033957365
1,22,0.000432334930888051
1,23,0.002130203455958704
1,24,0.004731029141516834
1,25,0.00928856095788906
1,26,0.00393798196551784
1,27,0.0022815138572718835
1,28,0.005473669755687882
1,29,0.004798947476594016
1,30,0.00521157746816502
1,31,0.0032923503980160744
1,32,0.002978639574569858
1,33,0.008592848962405612
1,34,0.0008812167150771361
1,35,0.007143501226834492
1,36,0.010368530745126385
1,37,0.001522750483552639
1,38,0.01582577994349715
1,39,0.0030392488307382243
1,40,0.005023243082188353
1,41,0.007035866154380955
1,42,0.005011329646128076
1,43,0.0013999197809295156
1,44,0.0047557290408885376
1,45,0.00926327782393336
1,46,0.008593855107928152
1,47,0.005762194206483722
1,48,0.009118355247854353
1,49,0.006313125968187632
1,50,0.004888538838223815
1,51,0.0052111275126387
1,52,0.00030528337400678333
1,53,0.004988779228256322
1,54,0.0013316492254939517
1,55,0.013090583865060996
1,56,0.004195940763287368
1,57,0.001389940917463393
1,58,0.004122188882922944
1,59,0.0006612035852844949
1,60,0.01691090586813909
1,61,0.006223177472437077
1,62,0.001668114462145512
1,63,0.007761719805459536
1,64,0.012192034189786385
1,65,0.010637037647028598
1,66,0.004540145353547396
1,67,0.004687170059507748
1,68,0.013827927015798597
1,69,0.0069197793838948205
1,70,0.005205348418721009
1,71,0.007353279124747232
1,72,0.0155368724272029
1,73,0.0030810123010666557
1,74,0.0020105718779753214
1,75,0.0031223748648211993
1,76,0.0074564699657292495
1,77,0.004344384886548777
1,78,0.007029979774257913
1,79,0.004229052049110164
1,80,0.00523305646250287
1,81,0.0003304354241908475
1,82,6.780317973521826e-06
1,83,0.006587446690089603
1,84,0.006330308325020677
1,85,0.004332164864606093
1,86,0.0019296839997847985
1,87,0.010297776051356802
1,88,0.004848149448524014
1,89,0.005289442525193995
1,90,0.004046435929359915
1,91,0.0015492969487895737
1,92,0.004476742720382646
1,93,0.0061288804477286326
1,94,0.003288399118968128
1,95,0.005613855945335251
1,96,0.0036390054048612334
1,97,0.0050154428625758165
1,98,0.0004788808323562678
1,99,0.006268635694877135
2,0,0.006102866450802083
2,1,0.002617625039564748
2,2,0.00881946826510135
2,3,0.007019339670462283
2,4,0.012696112255117166
2,5,0.004635057194496538
2,6,0.004673801162911447
2,7,0.003208674401029393
2,8,5.184564941494906e-05
2,9,0.011388782828417182
2,10,0.0025368754346501987
2,11,0.00024069467885696533
2,12,0.0006865552013153407
2,13,0.00283206140211615
2,14,0.006564182409580853
2,15,0.0025999505247288096
2,16,0.0031589424514090283
2,17,0.003669956151558102
2,18,0.013302901233791038
2,19,0.002818818231511353
2,20,0.00014772791923277134
2,21,0.0028614829033957365
2,22,0.000432334930888051
2,23,0.002130203455958704
2,24,0.004731029141516834
2,25,0.00928856095788906
2,26,0.00393798196551784
2,27,0.0022815138572718835
2,28,0.005473669755687882
2,29,0.004798947476594016
2,30,0.00521157746816502
2,31,0.0032923503980160744
2,32,0.002978639574569858
2,33,0.008592848962405612
2,34,0.0008812167150771361
2,35,0.007143501226834492
2,36,0.010368530745126385
2,37,0.001522750483552639
2,38,0.01582577994349715
2,39,0.0030392488307382243
2,40,0.005023243082188353
2,41,0.007035866154380955
2,42,0.005011329646128076
2,43,0.0013999197809295156
2,44,0.0047557290408885376
2,45,0.00926327782393336
2,46,0.008593855107928152
2,47,0.005762194206483722
2,48,0.009118355247854353
2,49,0.006313125968187632
2,50,0.004888538838223815
2,51,0.0052111275126387
2,52,0.00030528337400678333
2,53,0.004988779228256322
2,54,0.0013316492254939517
2,55,0.013090583865060996
2,56,0.004195940763287368
2,57,0.001389940917463393
2,58,0.004122188882922944
2,59,0.0006612035852844949
2,60,0.01691090586813909
2,61,0.006223177472437077
2,62,0.001668114462145512
2,63,0.007761719805459536
2,64,0.012192034189786385
2,65,0.010637037647028598
2,66,0.004540145353547396
2,67,0.004687170059507748
2,68,0.013827927015798597
2,69,0.0069197793838948205
2,70,0.005205348418721009
2,71,0.007353279124747232
2,72,0.0155368724272029
2,73,0.0030810123010666557
2,74,0.0020105718779753214
2,75,0.0031223748648211993
2,76,0.0074564699657292495
2,77,0.004344384886548777
2,78,0.007029979774257913
2,79,0.004229052049110164
2,80,0.00523305646250287
2,81,0.0003304354241908475
2,82,6.780317973521826e-06
2,83,0.006587446690089603
2,84,0.006330308325020677
2,85,0.004332164864606093
2,86,0.0019296839997847985
2,87,0.010297776051356802
2,88,0.004848149448524014
2,89,0.005289442525193995
2,90,0.004046435929359915
2,91,0.0015492969487895737
2,92,0.004476742720382646
2,93,0.0061288804477286326
2,94,0.003288399118968128
2,95,0.005613855945335251
2,96,0.0036390054048612334
2,97,0.0050154428625758165
2,98,0.0004788808323562678
2,99,0.006268635694877135
3,0,0.006102866450802083
3,1,0.002617625039564748
3,2,0.00881946826510135
3,3,0.007019339670462283
3,4,0.012696112255117166
3,5,0.004635057194496538
3,6,0.004673801162911447
3,7,0.003208674401029393
3,8,5.184564941494906e-05
3,9,0.011388782828417182
3,10,0.0025368754346501987
3,11,0.00024069467885696533
3,12,0.0006865552013153407
3,13,0.00283206140211615
3,14,0.006564182409580853
3,15,0.0025999505247288096
3,16,0.0031589424514090283
3,17,0.003669956151558102
3,18,0.013302901233791038
3,19,0.002818818231511353
3,20,0.00014772791923277134
3,21,0.0028614829033957365
3,22,0.000432334930888051
3,23,0.002130203455958704
3,24,0.004731029141516834
3,25,0.00928856095788906
3,26,0.00393798196551784
